Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,,URL,Contact person,Address,Email,Phone number,,,
Khcheay,,VL103060900,RLOaEjCSt2q,,,,,,,"[103.406287,13.773819]",,,,,,VLVL103060900,,10306
Samraong Touch,,VL103061000,qOeOz46K8Og,,,,,,,"[103.105659,13.641148]",,,,,,VLVL103061000,,10401
Pongro,,VL104010100,qOeOz46K8Og,,,,,,,"[103.118364,13.635623]",,,,,,VLVL104010100,,10401
Thma Koul,,VL104010200,qOeOz46K8Og,,,,,,,"[103.107529,13.638451]",,,,,,VLVL104010200,,10401
Proput,,VL104010300,qOeOz46K8Og,,,,,,,"[103.094483,13.651908]",,,,,,VLVL104010300,,10401
Bantoat Baoh,,VL104010400,qOeOz46K8Og,,,,,,,"[103.100938,13.653765]",,,,,,VLVL104010400,,10401
Kouk Treas,,VL104010500,qOeOz46K8Og,,,,,,,"[103.108504,13.632132]",,,,,,VLVL104010500,,10401
Chhnuor,,VL104010600,qOeOz46K8Og,,,,,,,"[103.107558,13.634836]",,,,,,VLVL104010600,,10401
Samraong Thum,,VL104010700,qOeOz46K8Og,,,,,,,"[103.085235,13.65274]",,,,,,VLVL104010700,,10401
Ruessei Khang,,VL104010800,qOeOz46K8Og,,,,,,,"[103.101941,13.643831]",,,,,,VLVL104010800,,10401
Ruessei Kandal,,VL104010900,qOeOz46K8Og,,,,,,,"[103.103833,13.638423]",,,,,,VLVL104010900,,10401
Rompeak,,VL104011000,qOeOz46K8Og,,,,,,,"[103.113203,13.622226]",,,,,,VLVL104011000,,10401
Kouk Trach,,VL104011100,qOeOz46K8Og,,,,,,,"[103.112081,13.630867]",,,,,,VLVL104011100,,10401
Chob,,VL104011200,djxrCwczCpZ,,,,,,,"[103.181567,13.624543]",,,,,,VLVL104011200,,10402
Roul Chruk,,VL104020100,djxrCwczCpZ,,,,,,,"[103.188008,13.628205]",,,,,,VLVL104020100,,10402
Prasat,,VL104020200,djxrCwczCpZ,,,,,,,"[103.192594,13.632758]",,,,,,VLVL104020200,,10402
Krasang Thmei,,VL104020300,djxrCwczCpZ,,,,,,,"[103.198077,13.640932]",,,,,,VLVL104020300,,10402
Pradak,,VL104020400,djxrCwczCpZ,,,,,,,"[103.201684,13.652708]",,,,,,VLVL104020400,,10402
Chreab Thmei,,VL104020500,djxrCwczCpZ,,,,,,,"[103.193208,13.673434]",,,,,,VLVL104020500,,10402
Chreab Chas,,VL104020600,djxrCwczCpZ,,,,,,,"[103.176502,13.68235]",,,,,,VLVL104020600,,10402
Kak,,VL104020700,djxrCwczCpZ,,,,,,,"[103.138707,13.669415]",,,,,,VLVL104020700,,10402
Kouk Lun,,VL104020800,djxrCwczCpZ,,,,,,,"[103.146411,13.629706]",,,,,,VLVL104020800,,10402
Phnum Chonhcheang,,VL104020900,djxrCwczCpZ,,,,,,,"[103.169206,13.625293]",,,,,,VLVL104020900,,10402
Chakkrei,,VL104021000,djxrCwczCpZ,,,,,,,"[103.179907,13.622832]",,,,,,VLVL104021000,,10402
Phnum Lieb Kaeut,,VL104021100,WQW5lKAoDhV,,,,,,,"[103.360332,13.591185]",,,,,,VLVL104021100,,10403
Phnum Lieb Lech,,VL104030100,WQW5lKAoDhV,,,,,,,"[103.357346,13.596842]",,,,,,VLVL104030100,,10403
Troyoung,,VL104030200,WQW5lKAoDhV,,,,,,,"[103.332865,13.589268]",,,,,,VLVL104030200,,10403
Tro Louk Cheung,,VL104030300,WQW5lKAoDhV,,,,,,,"[103.336207,13.580432]",,,,,,VLVL104030300,,10403
Tro Louk Lech,,VL104030400,WQW5lKAoDhV,,,,,,,"[103.327942,13.573146]",,,,,,VLVL104030400,,10403
Tro Louk Tboung,,VL104030500,WQW5lKAoDhV,,,,,,,"[103.339054,13.569604]",,,,,,VLVL104030500,,10403
Laote,,VL104030600,WQW5lKAoDhV,,,,,,,"[103.337821,13.613886]",,,,,,VLVL104030600,,10403
Rumduol,,VL104030700,WQW5lKAoDhV,,,,,,,"[103.313859,13.604686]",,,,,,VLVL104030700,,10403
Pring Chou,,VL104030800,WQW5lKAoDhV,,,,,,,"[103.301905,13.59647]",,,,,,VLVL104030800,,10403
Kantrab,,VL104030900,WQW5lKAoDhV,,,,,,,"[103.295449,13.594618]",,,,,,VLVL104030900,,10403
Tnaot,,VL104031000,WQW5lKAoDhV,,,,,,,"[103.291792,13.58917]",,,,,,VLVL104031000,,10403
Anlong Sar,,VL104031100,WQW5lKAoDhV,,,,,,,"[103.288129,13.584626]",,,,,,VLVL104031100,,10403
Kandaol,,VL104031200,WQW5lKAoDhV,,,,,,,"[103.273496,13.563736]",,,,,,VLVL104031200,,10403
Kambaor,,VL104031300,WQW5lKAoDhV,,,,,,,"[103.28665,13.533095]",,,,,,VLVL104031300,,10403
Kabau,,VL104031400,WQW5lKAoDhV,,,,,,,"[103.261387,13.449766]",,,,,,VLVL104031400,,10403
Kampong Krasang,,VL104031500,WQW5lKAoDhV,,,,,,,"[103.260529,13.440722]",,,,,,VLVL104031500,,10403
Char,,VL104031600,GRKwhV09VP1,,,,,,,"[103.408475,13.551075]",,,,,,VLVL104031600,,10404
Bat Trang,,VL104040100,GRKwhV09VP1,,,,,,,"[103.401535,13.447189]",,,,,,VLVL104040100,,10404
Sampov Lun,,VL104040200,GRKwhV09VP1,,,,,,,"[103.415433,13.545487]",,,,,,VLVL104040200,,10404
Phlov Leav,,VL104040300,GRKwhV09VP1,,,,,,,"[103.415038,13.536654]",,,,,,VLVL104040300,,10404
Ta Am,,VL104040400,GRKwhV09VP1,,,,,,,"[103.398816,13.475645]",,,,,,VLVL104040400,,10404
Ampil,,VL104040500,GRKwhV09VP1,,,,,,,"[103.411391,13.529399]",,,,,,VLVL104040500,,10404
Kandal,,VL104040600,GRKwhV09VP1,,,,,,,"[103.411421,13.52488]",,,,,,VLVL104040600,,10404
Thmei,,VL104040700,GRKwhV09VP1,,,,,,,"[103.409603,13.520349]",,,,,,VLVL104040700,,10404
Ovmal,,VL104040800,GRKwhV09VP1,,,,,,,"[103.412411,13.514943]",,,,,,VLVL104040800,,10404
Tonloab,,VL104040900,GRKwhV09VP1,,,,,,,"[103.405039,13.512184]",,,,,,VLVL104040900,,10404
Kien Banteay,,VL104041000,GRKwhV09VP1,,,,,,,"[103.406946,13.503157]",,,,,,VLVL104041000,,10404
Prasat,,VL104041100,GRKwhV09VP1,,,,,,,"[103.402346,13.500416]",,,,,,VLVL104041100,,10404
Anlong Sa,,VL104041200,GRKwhV09VP1,,,,,,,"[103.401464,13.494083]",,,,,,VLVL104041200,,10404
Kampream,,VL104041300,GRKwhV09VP1,,,,,,,"[103.399665,13.486841]",,,,,,VLVL104041300,,10404
Paoy Kdoeang,,VL104041400,sjSSoSsR6vN,,,,,,,"[103.166012,13.599655]",,,,,,VLVL104041400,,10405
Cheung Voat,,VL104050100,sjSSoSsR6vN,,,,,,,"[103.179961,13.592898]",,,,,,VLVL104050100,,10405
Kandal,,VL104050200,sjSSoSsR6vN,,,,,,,"[103.176272,13.591967]",,,,,,VLVL104050200,,10405
Post Chas,,VL104050300,sjSSoSsR6vN,,,,,,,"[103.172576,13.59194]",,,,,,VLVL104050300,,10405
Paoy Samraong,,VL104050400,sjSSoSsR6vN,,,,,,,"[103.168867,13.59372]",,,,,,VLVL104050400,,10405
Paoy Pring,,VL104050500,sjSSoSsR6vN,,,,,,,"[103.160123,13.595237]",,,,,,VLVL104050500,,10405
Ta Paen,,VL104050600,sjSSoSsR6vN,,,,,,,"[103.159571,13.600882]",,,,,,VLVL104050600,,10405
Sreh Kaeut,,VL104050700,sjSSoSsR6vN,,,,,,,"[103.162594,13.568367]",,,,,,VLVL104050700,,10405
Sreh Lech,,VL104050800,sjSSoSsR6vN,,,,,,,"[103.150563,13.57099]",,,,,,VLVL104050800,,10405
Kouk Srok,,VL104050900,sjSSoSsR6vN,,,,,,,"[103.155133,13.57735]",,,,,,VLVL104050900,,10405
Sramaoch,,VL104051000,sjSSoSsR6vN,,,,,,,"[103.121946,13.568065]",,,,,,VLVL104051000,,10405
Peam Sreh,,VL104051100,sjSSoSsR6vN,,,,,,,"[103.132221,13.553681]",,,,,,VLVL104051100,,10405
Doun Chraeng,,VL104051200,sjSSoSsR6vN,,,,,,,"[103.15615,13.514995]",,,,,,VLVL104051200,,10405
Rohal,,VL104051300,cj6SC6arH4v,,,,,,,"[103.232431,13.619487]",,,,,,VLVL104051300,,10406
Sala Chheh,,VL104060100,cj6SC6arH4v,,,,,,,"[103.225045,13.61853]",,,,,,VLVL104060100,,10406
Chak,,VL104060200,cj6SC6arH4v,,,,,,,"[103.218597,13.615773]",,,,,,VLVL104060200,,10406
Tep Kaosar,,VL104060300,cj6SC6arH4v,,,,,,,"[103.204682,13.622903]",,,,,,VLVL104060300,,10406
Snay,,VL104060400,cj6SC6arH4v,,,,,,,"[103.202692,13.614736]",,,,,,VLVL104060400,,10406
Anlong Thmei,,VL104060500,cj6SC6arH4v,,,,,,,"[103.203748,13.632839]",,,,,,VLVL104060500,,10406
Popel,,VL104060600,cj6SC6arH4v,,,,,,,"[103.216532,13.64468]",,,,,,VLVL104060600,,10406
Paoy Svay,,VL104060700,cj6SC6arH4v,,,,,,,"[103.226745,13.638427]",,,,,,VLVL104060700,,10406
Ruessei,,VL104060800,cj6SC6arH4v,,,,,,,"[103.232337,13.63214]",,,,,,VLVL104060800,,10406
Prey Moan,,VL104060900,cj6SC6arH4v,,,,,,,"[103.276832,13.613471]",,,,,,VLVL104060900,,10406
Stueng Kambot,,VL104061000,cj6SC6arH4v,,,,,,,"[103.209488,13.47471]",,,,,,VLVL104061000,,10406
Bantoat Baoh,,VL104061100,Ncd8vW2yYsd,,,,,,,"[103.255846,13.702806]",,,,,,VLVL104061100,,10407
Tean Kam Lech,,VL104070100,Ncd8vW2yYsd,,,,,,,"[103.225246,13.715241]",,,,,,VLVL104070100,,10407
Tean Kam Cheung,,VL104070200,Ncd8vW2yYsd,,,,,,,"[103.230779,13.717089]",,,,,,VLVL104070200,,10407
Tean Kam Tboung,,VL104070300,Ncd8vW2yYsd,,,,,,,"[103.227149,13.708024]",,,,,,VLVL104070300,,10407
Ou,,VL104070400,Ncd8vW2yYsd,,,,,,,"[103.242938,13.698195]",,,,,,VLVL104070400,,10407
Ta Un,,VL104070500,Ncd8vW2yYsd,,,,,,,"[103.20863,13.693611]",,,,,,VLVL104070500,,10407
Smach,,VL104070600,pTNSJDQAZTJ,,,,,,,"[103.316076,13.675275]",,,,,,VLVL104070600,,10408
Paoy Char,,VL104080100,pTNSJDQAZTJ,,,,,,,"[103.345331,13.664807]",,,,,,VLVL104080100,,10408
Ta Khaek,,VL104080200,pTNSJDQAZTJ,,,,,,,"[103.363428,13.652923]",,,,,,VLVL104080200,,10408
Kouk kei,,VL104080300,pTNSJDQAZTJ,,,,,,,"[103.349665,13.63837]",,,,,,VLVL104080300,,10408
Tonloab,,VL104080400,pTNSJDQAZTJ,,,,,,,"[103.346,13.633826]",,,,,,VLVL104080400,,10408
Kouk Tiem,,VL104080500,pTNSJDQAZTJ,,,,,,,"[103.399444,13.657678]",,,,,,VLVL104080500,,10408
Char Leu,,VL104080600,pTNSJDQAZTJ,,,,,,,"[103.395814,13.647711]",,,,,,VLVL104080600,,10408
Kantuot,,VL104080700,pTNSJDQAZTJ,,,,,,,"[103.395892,13.634813]",,,,,,VLVL104080700,,10408
Thmei,,VL104080800,pTNSJDQAZTJ,,,,,,,"[103.391389,13.618758]",,,,,,VLVL104080800,,10408
Kandal,,VL104080900,pTNSJDQAZTJ,,,,,,,"[103.39421,13.611545]",,,,,,VLVL104080900,,10408
Tuek Chour,,VL104081000,pTNSJDQAZTJ,,,,,,,"[103.397019,13.60614]",,,,,,VLVL104081000,,10408
Ta Siev,,VL104081100,pTNSJDQAZTJ,,,,,,,"[103.40533,13.607097]",,,,,,VLVL104081100,,10408
Kampong Thkov,,VL104081200,pTNSJDQAZTJ,,,,,,,"[103.409056,13.602601]",,,,,,VLVL104081200,,10408
Ta Pon,,VL104081300,pTNSJDQAZTJ,,,,,,,"[103.402678,13.589002]",,,,,,VLVL104081300,,10408
Svay L'a,,VL104081400,pTNSJDQAZTJ,,,,,,,"[103.409177,13.584524]",,,,,,VLVL104081400,,10408
Ta Daek,,VL104081500,pTNSJDQAZTJ,,,,,,,"[103.415687,13.578238]",,,,,,VLVL104081500,,10408
Samraong,,VL104081600,pTNSJDQAZTJ,,,,,,,"[103.404696,13.563705]",,,,,,VLVL104081600,,10408
Anlong Vil,,VL104081700,pTNSJDQAZTJ,,,,,,,"[103.40658,13.558294]",,,,,,VLVL104081700,,10408
Trabaek,,VL104081800,Hy8FKdUv2vo,,,,,,,"[103.042275,13.644334]",,,,,,VLVL104081800,,10409
Kandal,,VL104090100,Hy8FKdUv2vo,,,,,,,"[103.04056,13.649481]",,,,,,VLVL104090100,,10409
Kouk Thum,,VL104090200,Hy8FKdUv2vo,,,,,,,"[103.041802,13.652401]",,,,,,VLVL104090200,,10409
Bos Sbov,,VL104090300,Hy8FKdUv2vo,,,,,,,"[103.047183,13.672326]",,,,,,VLVL104090300,,10409
Soutr Mont,,VL104090400,Hy8FKdUv2vo,,,,,,,"[103.037994,13.665927]",,,,,,VLVL104090400,,10409
Srah Khtum,,VL104090500,Hy8FKdUv2vo,,,,,,,"[103.035981,13.685794]",,,,,,VLVL104090500,,10409
Kabau,,VL104090600,Hy8FKdUv2vo,,,,,,,"[103.066992,13.682197]",,,,,,VLVL104090600,,10409
Kbal Khting,,VL104090700,Hy8FKdUv2vo,,,,,,,"[103.059803,13.711286]",,,,,,VLVL104090700,,10409
Smach,,VL104090800,Hy8FKdUv2vo,,,,,,,"[103.068872,13.715723]",,,,,,VLVL104090800,,10409
Boeng Veaeng,,VL104090900,Hy8FKdUv2vo,,,,,,,"[103.083098,13.722675]",,,,,,VLVL104090900,,10409
Bantoat Baoh,,VL104091000,Hy8FKdUv2vo,,,,,,,"[103.064309,13.733301]",,,,,,VLVL104091000,,10409
Pring Kaong,,VL104091100,Hy8FKdUv2vo,,,,,,,"[103.078528,13.728667]",,,,,,VLVL104091100,,10409
Khchas,,VL104091200,Hy8FKdUv2vo,,,,,,,"[103.111684,13.689934]",,,,,,VLVL104091200,,10409
Khnhaer,,VL104091300,Hy8FKdUv2vo,,,,,,,"[103.105407,13.672778]",,,,,,VLVL104091300,,10409
Khuo Svay,,VL104091400,Hy8FKdUv2vo,,,,,,,"[103.111337,13.682512]",,,,,,VLVL104091400,,10409
Khvav,,VL104091500,Hy8FKdUv2vo,,,,,,,"[103.126592,13.681977]",,,,,,VLVL104091500,,10409
Tbaeng,,VL104091600,Hy8FKdUv2vo,,,,,,,"[103.123726,13.693704]",,,,,,VLVL104091600,,10409
Boeng Seila,,VL104091700,xmkOhZoDfVI,,,,,,,"[102.888023,13.649125]",,,,,,VLVL104091700,,10501
Ta Chrueng,,VL105010100,xmkOhZoDfVI,,,,,,,"[102.889375,13.646633]",,,,,,VLVL105010100,,10501
Ta Phaok,,VL105010200,xmkOhZoDfVI,,,,,,,"[102.886194,13.65107]",,,,,,VLVL105010200,,10501
Paoy Voat,,VL105010300,xmkOhZoDfVI,,,,,,,"[102.886604,13.64661]",,,,,,VLVL105010300,,10501
Chhuk,,VL105010400,xmkOhZoDfVI,,,,,,,"[102.868805,13.673567]",,,,,,VLVL105010400,,10501
Chrey,,VL105010500,xmkOhZoDfVI,,,,,,,"[102.875346,13.66549]",,,,,,VLVL105010500,,10501
Yeang thmei,,VL105010600,G5aqSnZTPsX,,,,,,,"[102.76057,13.611086]",,,,,,VLVL105010600,,10502
Mak Heun,,VL105020100,G5aqSnZTPsX,,,,,,,"[102.768602,13.605773]",,,,,,VLVL105020100,,10502
Veang Muong,,VL105020200,G5aqSnZTPsX,,,,,,,"[102.778402,13.60699]",,,,,,VLVL105020200,,10502
Koub Kaeut,,VL105020300,G5aqSnZTPsX,,,,,,,"[102.786802,13.607716]",,,,,,VLVL105020300,,10502
Khai Dan,,VL105020400,G5aqSnZTPsX,,,,,,,"[102.791121,13.60123]",,,,,,VLVL105020400,,10502
Naka Chhay,,VL105020500,G5aqSnZTPsX,,,,,,,"[102.800599,13.601287]",,,,,,VLVL105020500,,10502
Koub Lech,,VL105020600,G5aqSnZTPsX,,,,,,,"[102.805638,13.599804]",,,,,,VLVL105020600,,10502
Koub Cheung,,VL105020700,G5aqSnZTPsX,,,,,,,"[102.821079,13.596397]",,,,,,VLVL105020700,,10502
Ou Chrov,,VL105020800,G5aqSnZTPsX,,,,,,,"[102.806951,13.581598]",,,,,,VLVL105020800,,10502
Souriya,,VL105020900,G5aqSnZTPsX,,,,,,,"[102.837674,13.593967]",,,,,,VLVL105020900,,10502
Koun Trei,,VL105021000,G5aqSnZTPsX,,,,,,,"[102.761736,13.659973]",,,,,,VLVL105021000,,10502
Koub Touch,,VL105021100,khFQyZMYJQD,,,,,,,"[102.748578,13.585759]",,,,,,VLVL105021100,,10503
Kaoh Char,,VL105030100,khFQyZMYJQD,,,,,,,"[102.742719,13.588968]",,,,,,VLVL105030100,,10503
Kuttaksat,,VL105030200,khFQyZMYJQD,,,,,,,"[102.764289,13.584996]",,,,,,VLVL105030200,,10503
Yeay At,,VL105030300,khFQyZMYJQD,,,,,,,"[102.758938,13.546843]",,,,,,VLVL105030300,,10503
Kok Khnaing,,VL105030400,khFQyZMYJQD,,,,,,,"[102.733455,13.566657]",,,,,,VLVL105030400,,10503
Thmat Porng,,VL105030500,khFQyZMYJQD,,,,,,,"[102.716994,13.572624]",,,,,,VLVL105030500,,10503
Banlech,,VL105030600,P6ROlbgMyV5,,,,,,,"[102.852462,13.538782]",,,,,,VLVL105030600,,10505
Neak Ta Chhor,,VL105050100,P6ROlbgMyV5,,,,,,,"[102.847801,13.544588]",,,,,,VLVL105050100,,10505
Samraong,,VL105050200,P6ROlbgMyV5,,,,,,,"[102.845097,13.550448]",,,,,,VLVL105050200,,10505
Kampong Reab,,VL105050300,P6ROlbgMyV5,,,,,,,"[102.829599,13.56151]",,,,,,VLVL105050300,,10505
Thmei,,VL105050400,P6ROlbgMyV5,,,,,,,"[102.836184,13.557519]",,,,,,VLVL105050400,,10505
Kauk Chas,,VL105050500,P6ROlbgMyV5,,,,,,,"[102.836184,13.557519]",,,,,,VLVL105050500,,10505
Thmenh Trei,,VL105050501,P6ROlbgMyV5,,,,,,,"[102.825602,13.565297]",,,,,,VLVL105050501,,10505
Bat Trang,,VL105050600,P6ROlbgMyV5,,,,,,,"[102.819899,13.564705]",,,,,,VLVL105050600,,10505
Anhchanh,,VL105050700,P6ROlbgMyV5,,,,,,,"[102.867117,13.552462]",,,,,,VLVL105050700,,10505
Voat,,VL105050800,P6ROlbgMyV5,,,,,,,"[102.842322,13.553921]",,,,,,VLVL105050800,,10505
Kandal,,VL105050900,P6ROlbgMyV5,,,,,,,"[102.837503,13.555705]",,,,,,VLVL105050900,,10505
Souphi Cheung,,VL105051000,XbgV5xyJNrt,,,,,,,"[102.832106,13.644332]",,,,,,VLVL105051000,,10506
Souphi Kandal,,VL105060100,XbgV5xyJNrt,,,,,,,"[102.832123,13.642525]",,,,,,VLVL105060100,,10506
Souphi Tboung,,VL105060200,XbgV5xyJNrt,,,,,,,"[102.833072,13.639822]",,,,,,VLVL105060200,,10506
Kouk Chak,,VL105060300,XbgV5xyJNrt,,,,,,,"[102.848729,13.645381]",,,,,,VLVL105060300,,10506
Kouk Prich,,VL105060400,XbgV5xyJNrt,,,,,,,"[102.82104,13.626813]",,,,,,VLVL105060400,,10506
Soeng Lech,,VL105060500,m8EIKAhiiwO,,,,,,,"[102.854767,13.706158]",,,,,,VLVL105060500,,10507
Roka,,VL105070100,m8EIKAhiiwO,,,,,,,"[102.856066,13.70363]",,,,,,VLVL105070100,,10507
Anlong Svay,,VL105070200,m8EIKAhiiwO,,,,,,,"[102.862796,13.704438]",,,,,,VLVL105070200,,10507
Soeng Tboung,,VL105070300,m8EIKAhiiwO,,,,,,,"[102.860652,13.699269]",,,,,,VLVL105070300,,10507
Phkoam,,VL105070400,m8EIKAhiiwO,,,,,,,"[102.865902,13.688001]",,,,,,VLVL105070400,,10507
Pongro,,VL105070500,m8EIKAhiiwO,,,,,,,"[102.835767,13.713899]",,,,,,VLVL105070500,,10507
Tnaot,,VL105070600,m8EIKAhiiwO,,,,,,,"[102.844067,13.711948]",,,,,,VLVL105070600,,10507
Kandal,,VL105070700,m8EIKAhiiwO,,,,,,,"[102.832423,13.723792]",,,,,,VLVL105070700,,10507
Run,,VL105070800,m8EIKAhiiwO,,,,,,,"[102.839451,13.713344]",,,,,,VLVL105070800,,10507
Banteay Thmei,,VL105070900,IDtjq4YIMaD,,,,,,,"[102.737751,13.763875]",,,,,,VLVL105070900,,10509
Prey Prech,,VL105090100,IDtjq4YIMaD,,,,,,,"[102.737881,13.765876]",,,,,,VLVL105090100,,10509
Chouk Chey,,VL105090101,IDtjq4YIMaD,,,,,,,"[102.701674,13.760794]",,,,,,VLVL105090101,,10509
Ou Beichaon,,VL105090200,IDtjq4YIMaD,,,,,,,"[102.736517,13.773957]",,,,,,VLVL105090200,,10509
Prasat,,VL105090300,IDtjq4YIMaD,,,,,,,"[102.74371,13.760433]",,,,,,VLVL105090300,,10509
Preav,,VL105090400,IDtjq4YIMaD,,,,,,,"[102.742492,13.81695]",,,,,,VLVL105090400,,10509
Prey Chan,,VL105090500,IDtjq4YIMaD,,,,,,,"[102.730329,13.708065]",,,,,,VLVL105090500,,10509
Seila Khmaer,,VL105090600,IDtjq4YIMaD,,,,,,,"[102.657055,13.726265]",,,,,,VLVL105090600,,10509
Snuol Tret,,VL105090700,IDtjq4YIMaD,,,,,,,"[102.750893,13.705117]",,,,,,VLVL105090700,,10509
Snoul Tret 99,,VL105090800,IDtjq4YIMaD,,,,,,,"[102.752463,13.711188]",,,,,,VLVL105090800,,10509
Snoul Tret 98,,VL105090801,IDtjq4YIMaD,,,,,,,"[102.752463,13.711188]",,,,,,VLVL105090801,,10509
Thnal Bat,,VL105090802,IDtjq4YIMaD,,,,,,,"[102.736961,13.770166]",,,,,,VLVL105090802,,10509
Tomnob Dach,,VL105090900,IDtjq4YIMaD,,,,,,,"[102.683495,13.744423]",,,,,,VLVL105090900,,10509
Yang Dangkum,,VL105091000,IDtjq4YIMaD,,,,,,,"[102.756526,13.75427]",,,,,,VLVL105091000,,10509
Dombon Mouy,,VL105091100,IDtjq4YIMaD,,,,,,,"[0,0]",,,,,,VLVL105091100,,10509
Kampong Svay,,VL105091300,U04PM9xFop0,,,,,,,"[102.972059,13.594907]",,,,,,VLVL105091300,,10602
Kangva,,VL106020100,U04PM9xFop0,,,,,,,"[102.962936,13.633159]",,,,,,VLVL106020100,,10602
Phum Pir,,VL106020200,U04PM9xFop0,,,,,,,"[102.963174,13.618295]",,,,,,VLVL106020200,,10602
Pongro,,VL106020300,U04PM9xFop0,,,,,,,"[102.966737,13.628409]",,,,,,VLVL106020300,,10602
Souphi,,VL106020400,U04PM9xFop0,,,,,,,"[102.965671,13.611501]",,,,,,VLVL106020400,,10602
Kaoh Pong Satv,,VL106020500,nMvGcr55lzb,,,,,,,"[103.016824,13.58679]",,,,,,VLVL106020500,,10603
Ta Sokh,,VL106030100,nMvGcr55lzb,,,,,,,"[103.024694,13.586979]",,,,,,VLVL106030100,,10603
Preah Angk,,VL106030200,nMvGcr55lzb,,,,,,,"[103.02957,13.580538]",,,,,,VLVL106030200,,10603
Snay Dangkot,,VL106030300,nMvGcr55lzb,,,,,,,"[103.038679,13.582788]",,,,,,VLVL106030300,,10603
Km 27 Senchey,,VL106030400,GeAYXOng94s,,,,,,,"[106.075719,12.182927]",,,,,,VLVL106030400,,100102
Angkear Bos,,VL1001020602,nMvGcr55lzb,,,,,,,"[103.04791,13.583764]",,,,,,VLVL1001020602,,10603
Mkak,,VL106030500,rv7i69TwTOF,,,,,,,"[102.953868,13.668862]",,,,,,VLVL106030500,,10604
Kbal Spean,,VL106040100,rv7i69TwTOF,,,,,,,"[102.959467,13.662582]",,,,,,VLVL106040100,,10604
Ta Ma,,VL106040200,rv7i69TwTOF,,,,,,,"[102.961098,13.687899]",,,,,,VLVL106040200,,10604
Kouk Lieb,,VL106040300,rv7i69TwTOF,,,,,,,"[102.98153,13.676319]",,,,,,VLVL106040300,,10604
Chhuk,,VL106040400,rv7i69TwTOF,,,,,,,"[102.98528,13.670023]",,,,,,VLVL106040400,,10604
Doun Lei,,VL106040500,rv7i69TwTOF,,,,,,,"[102.962216,13.665316]",,,,,,VLVL106040500,,10604
Baek Chan,,VL106040600,rv7i69TwTOF,,,,,,,"[102.972983,13.668486]",,,,,,VLVL106040600,,10604
Saesen,,VL106040700,UnQdGD0wPOa,,,,,,,"[102.972622,13.579648]",,,,,,VLVL106040700,,10605
Kourothan,,VL106050100,UnQdGD0wPOa,,,,,,,"[102.966377,13.587261]",,,,,,VLVL106050100,,10605
Roung Masin,,VL106050200,UnQdGD0wPOa,,,,,,,"[102.961294,13.586442]",,,,,,VLVL106050200,,10605
Prohut,,VL106050300,UnQdGD0wPOa,,,,,,,"[102.957424,13.577617]",,,,,,VLVL106050300,,10605
Ou Ambel,,VL106050400,UnQdGD0wPOa,,,,,,,"[102.958028,13.584779]",,,,,,VLVL106050400,,10605
Kantuot,,VL106050500,DjW8Mvmccpa,,,,,,,"[103.009012,13.595205]",,,,,,VLVL106050500,,10606
Kampring,,VL106060100,DjW8Mvmccpa,,,,,,,"[103.02106,13.590782]",,,,,,VLVL106060100,,10606
Phniet,,VL106060200,DjW8Mvmccpa,,,,,,,"[103.03491,13.591796]",,,,,,VLVL106060200,,10606
Neak Ta,,VL106060300,DjW8Mvmccpa,,,,,,,"[103.04049,13.587321]",,,,,,VLVL106060300,,10606
Thmei,,VL106060400,DjW8Mvmccpa,,,,,,,"[103.043585,13.588421]",,,,,,VLVL106060400,,10606
Bangruh,,VL106060500,DjW8Mvmccpa,,,,,,,"[103.059949,13.580243]",,,,,,VLVL106060500,,10606
Sala Krau,,VL106060600,DjW8Mvmccpa,,,,,,,"[103.047584,13.623527]",,,,,,VLVL106060600,,10606
Chak,,VL106060700,Er5fbBK6f6O,,,,,,,"[102.988717,13.59159]",,,,,,VLVL106060700,,10607
Phum Muoy,,VL106070100,Er5fbBK6f6O,,,,,,,"[102.976547,13.59075]",,,,,,VLVL106070100,,10607
Phum Bei,,VL106070200,Er5fbBK6f6O,,,,,,,"[102.974899,13.586797]",,,,,,VLVL106070200,,10607
Phum Buon,,VL106070300,Er5fbBK6f6O,,,,,,,"[102.979061,13.577477]",,,,,,VLVL106070300,,10607
Prey Ruessei,,VL106070400,Er5fbBK6f6O,,,,,,,"[102.982366,13.57782]",,,,,,VLVL106070400,,10607
Preah Ponlea,,VL106070500,Er5fbBK6f6O,,,,,,,"[102.984145,13.585968]",,,,,,VLVL106070500,,10607
Kbal Spean,,VL106070600,Er5fbBK6f6O,,,,,,,"[102.983412,13.563369]",,,,,,VLVL106070600,,10607
Keab,,VL106070700,Xpeegkc1w1T,,,,,,,"[102.938926,13.580176]",,,,,,VLVL106070700,,10608
Tumnob Chrey,,VL106080100,Xpeegkc1w1T,,,,,,,"[102.93246,13.580122]",,,,,,VLVL106080100,,10608
Tuek Thla,,VL106080200,Xpeegkc1w1T,,,,,,,"[102.937047,13.583775]",,,,,,VLVL106080200,,10608
Ba Nay,,VL106080300,Xpeegkc1w1T,,,,,,,"[102.914684,13.572962]",,,,,,VLVL106080300,,10608
Phnum Bak,,VL106080400,Xpeegkc1w1T,,,,,,,"[102.943436,13.592865]",,,,,,VLVL106080400,,10608
